experiment,method,cv,target,per_model_file,n_train,n_test,R2,MAE,RMSE,MRE,iteration,seed,source,run_folder,summary_path,parent_dir,dal_depth
baseline_split80_nn_iter11_seed10042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4384599316965603,158.9765921973223,463.9622816697451,142.38351841275713,11,10042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_110505/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_110505,
baseline_split80_nn_iter12_seed11042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4400870354278459,158.8356685311344,426.52863211437233,160.62240626570707,12,11042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_110638/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_110638,
baseline_split80_nn_iter13_seed12042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4262695763525924,154.57343630206222,445.3147275668044,130.72958837403047,13,12042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_110738/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_110738,
baseline_split80_nn_iter14_seed13042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.430084606517586,158.93723612590827,444.7897395871819,129.3865538383984,14,13042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_110859/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_110859,
baseline_split80_nn_iter15_seed14042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4064601317928858,163.0209539252149,464.9090320716353,139.7091387299336,15,14042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_110940/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_110940,
baseline_split80_nn_iter16_seed15042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4674170342814018,154.09070805477762,410.2682448964852,167.32975473747047,16,15042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_111038/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_111038,
baseline_split80_nn_iter17_seed16042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4418793658813128,162.34059087515328,457.6336036956099,150.3200245205459,17,16042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_111151/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_111151,
baseline_split80_nn_iter18_seed17042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4064104138142751,160.79109871731072,430.4021698825658,161.5509854359541,18,17042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_111309/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_111309,
baseline_split80_nn_iter19_seed18042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4674734907826696,160.93945338130666,430.2706771676024,212.69767845659229,19,18042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_111401/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_111401,
baseline_split80_nn_iter20_seed19042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4424134713731251,155.9830885362522,439.5775959216521,152.67087327457688,20,19042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_111539/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_111539,
baseline_split80_nn_iter21_seed20042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4078827086781211,163.08759120309782,443.48959988292705,171.56843274015068,21,20042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_111659/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_111659,
baseline_split80_nn_iter22_seed21042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4203794807955382,160.16890711659337,456.2050973881213,156.37260469625326,22,21042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_111803/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_111803,
baseline_split80_nn_iter23_seed22042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4023279375326982,162.36377359365696,461.51235797584695,153.61511567881217,23,22042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_111904/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_111904,
baseline_split80_nn_iter24_seed23042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.417666866929725,160.17613894937227,462.5375604562829,142.23774309907236,24,23042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_111959/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_111959,
baseline_split80_nn_iter25_seed24042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4534551391699435,157.21360561949223,431.40671503815526,166.71387322175823,25,24042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112109/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112109,
baseline_split80_nn_iter26_seed25042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4831073530304263,153.5170700973198,430.200631158263,150.7657333717824,26,25042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112213/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112213,
baseline_split80_nn_iter27_seed26042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4415759971092419,160.45073648732682,458.14702050510664,146.75421436173423,27,26042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112319/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112319,
baseline_split80_nn_iter28_seed27042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4504204172122648,157.4055348169031,420.9150134469682,136.61812324918932,28,27042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112435/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112435,
baseline_split80_nn_iter29_seed28042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.4450826078086973,164.63296770097148,450.11128453950784,154.09043084598972,29,28042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112543/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112543,
baseline_split80_nn_iter30_seed29042,baseline_nn,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.423374250836925,160.27115887748715,449.8794930875813,160.1609728780601,30,29042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_112636/permodel_split80_baseline_summary_nn.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_112636,
baseline_split80_rf_light_iter01_seed42,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.6108868569744498,127.94496341140452,364.38565036756785,126.73873163063134,1,42,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104625/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104625,
baseline_split80_rf_light_iter02_seed1042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5909067855574595,130.57717030515593,367.5871934656452,124.75079434068988,2,1042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104640/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104640,
baseline_split80_rf_light_iter03_seed2042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.6066415505987713,129.96951841024028,377.5929040258739,120.41183493664887,3,2042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104655/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104655,
baseline_split80_rf_light_iter04_seed3042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5831447759760899,129.38082585185066,378.66275016883213,120.95221505473891,4,3042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104710/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104710,
baseline_split80_rf_light_iter05_seed4042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5438351260428189,132.58759036065968,398.1862458502534,118.5217270998391,5,4042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104725/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104725,
baseline_split80_rf_light_iter06_seed5042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5017871178688758,132.364911539809,398.739863293526,125.10866766922162,6,5042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104740/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104740,
baseline_split80_rf_light_iter07_seed6042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5272741637734374,132.36190428883347,401.98238599040616,122.46769563333592,7,6042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104756/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104756,
baseline_split80_rf_light_iter08_seed7042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5990103972290055,127.28269732035028,372.3163330425256,123.3398159053625,8,7042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104811/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104811,
baseline_split80_rf_light_iter09_seed8042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5889068000654663,130.71237862872334,383.4140307394592,124.57264316161758,9,8042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104826/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104826,
baseline_split80_rf_light_iter10_seed9042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5827587717139362,127.37779416399516,374.5388521353225,122.70775865189091,10,9042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104841/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104841,
baseline_split80_rf_light_iter11_seed10042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.6216230915832901,131.01511044778718,380.85057226766656,118.2502810441208,11,10042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104857/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104857,
baseline_split80_rf_light_iter12_seed11042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5708829193781269,130.2536559958812,373.4013028467399,125.27006970645456,12,11042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104913/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104913,
baseline_split80_rf_light_iter13_seed12042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5787952306681146,128.5238712496299,381.5572925234421,120.33351559576607,13,12042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104928/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104928,
baseline_split80_rf_light_iter14_seed13042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5776808153747954,130.5743419181154,382.886427566979,119.27951918801251,14,13042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104944/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104944,
baseline_split80_rf_light_iter15_seed14042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5775045417461196,130.4160431325562,392.2419668568048,120.90042708851333,15,14042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_104959/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_104959,
baseline_split80_rf_light_iter16_seed15042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5851358146085565,128.29757406131137,362.0989286593823,121.72184944183104,16,15042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_105015/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_105015,
baseline_split80_rf_light_iter17_seed16042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.6040122387968545,132.66102978217518,385.47369699160816,122.2120097951039,17,16042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_105031/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_105031,
baseline_split80_rf_light_iter18_seed17042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5631531905599703,129.56052452870986,369.2290812674713,126.56471726847568,18,17042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_105046/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_105046,
baseline_split80_rf_light_iter19_seed18042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.6038053138038955,131.5569557449088,371.1294835948475,130.1131757046798,19,18042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_105102/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_105102,
baseline_split80_rf_light_iter20_seed19042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5756208260904013,130.59103807466713,383.49212022326594,124.46187530810356,20,19042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_105119/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_105119,
baseline_split80_rf_light_iter21_seed20042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5591070751543916,128.24660143621446,382.6891354095944,124.8907306227905,21,20042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_105135/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_105135,
baseline_split80_rf_light_iter22_seed21042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5300111528188011,133.72938591456838,410.8015124611261,124.57011747102634,22,21042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_105151/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_105151,
baseline_split80_rf_light_iter23_seed22042,baseline_rf_light,split80_20,Target_throughput_tokens_per_sec,data_EleutherAI_gpt-neox-20b,71775,17944,0.5704332682740577,129.3198012804309,391.26155500080193,121.91777802524122,23,22042,baseline,,results/runs/20260130_104106/30x_baselines/2026-01-30_105208/permodel_split80_baseline_summary_rf_light.csv,results/runs/20260130_104106/30x_baselines/2026-01-30_105208,
